"n" "rep" "id" "error" "errorMessage" "b0_hat" "b1_hat" "g0_hat" "g1_hat" "d0_hat" "d1_hat" "l0_hat"
30 117 1 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
60 80 2 FALSE "" 1.07897102369123 1.28778749546314 0.933839326892732 2.47254678921554 -2.58771754754589 1.87226641743776 2.33050023303444
10 95 3 FALSE "" 1.13925498758463 1.32616724701622 1.1215565745661 2.25039952068548 -31.9800687082482 11.9859325380811 1.2353409847697
40 12 4 FALSE "" 1.17714012694254 0.836006139235519 0.546850404030008 2.36905743759099 -1.51788732574387 1.68127540245865 0.689802870382212
20 3 5 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_2 must be positive.
" NA NA NA NA NA NA NA
20 179 6 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
60 35 7 FALSE "" 0.749520889756128 1.50111571392695 0.73951045416037 2.31556123066697 -2.02463266137178 1.95803108052145 0.15542073706802
90 79 8 FALSE "" 0.963750968804214 1.47563229734163 1.18876373725317 1.76389937678517 -3.41949567342359 3.51346970922825 1.58394020032611
80 18 9 FALSE "" 0.903281180659039 1.48803465783012 0.917394709807565 2.03042595923768 -2.27624161937969 2.27060237597903 0.001
90 113 10 FALSE "" 0.965603038510652 1.23359670375447 1.03800780123752 2.01842678222781 -2.26718498817058 2.12854253554396 1.80494107234967
80 64 11 FALSE "" 1.15607838105311 1.09935347727292 0.924817895140014 2.23667359066632 -2.61183560303542 2.17446322236245 0.001
80 2 12 FALSE "" 1.19958512410965 1.03218787871429 1.01474622687385 2.1621685690493 -2.33712904234589 2.07150384806241 0.15766748720394
50 69 13 FALSE "" 0.909408822070821 1.18047062285972 1.15326699036641 1.66494612065643 -1.60230181378893 1.77803290526708 2.27307942950233
40 130 14 FALSE "" 0.877735310157131 1.34357646041426 0.457507427423634 3.02152922127361 -1.87872031083822 0.999339237494194 1.26726327607127
80 43 15 FALSE "" 0.917616954419121 1.59641922849498 0.646100622783258 2.65799301918739 -2.086196191728 1.16537618412359 0.112721241037354
40 59 16 FALSE "" 0.795268127544579 1.61914239141965 1.11883807035871 1.84112890329848 -2.84790003810348 2.88393133613003 1.59018073646728
10 35 17 FALSE "" 1.42202818958757 0.86437655874217 1.17930205153576 1.97526283051295 -1.72884267780113 0.638502660458482 0.001
50 155 18 FALSE "" 0.78752994228092 1.53577176873538 0.875965197091615 2.09790307407597 -2.61685833555797 2.52970616819557 1.47381649330359
10 40 19 FALSE "" 1.33888509812081 0.857851048473504 0.712051075890152 2.34192902750662 -1.80235331716876 0.894385511759454 0.001
40 184 20 FALSE "" 0.767626317373977 1.4577644460831 0.903021975855275 2.07544267174707 -2.46205101627988 2.41767337143315 1.3277702722993
10 25 21 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_2 must be positive.
" NA NA NA NA NA NA NA
50 104 22 FALSE "" 0.913535144611288 1.35628935378389 1.03183873694977 2.05278831559779 -2.85116941435626 2.68934764438225 1.40406005095532
100 110 23 FALSE "" 1.0473076622274 1.19707210917097 0.926889393790894 2.20525120713682 -2.09882460431125 1.67054448001896 1.47355947780977
60 15 24 FALSE "" 1.17484733393269 0.98783353783586 1.09912940247026 1.99167555648138 -2.66481155583641 2.27027325778515 0.001
50 142 25 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
50 156 26 FALSE "" 0.712664425139821 1.43055799350108 1.01906267419287 2.02109805228334 -2.58082171346832 2.63724020297233 0.72803199168954
40 121 27 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
100 127 28 FALSE "" 1.13701799354421 1.23927094253905 1.10204605293363 1.96897526171029 -3.69961495356014 3.77584325922411 0.618839579278874
70 98 29 FALSE "" 0.753956259693049 1.50767301927343 1.00486258561047 1.92881998928154 -2.59991387213833 2.79826347505285 0.681864369899746
