"n" "rep" "id" "b0_hat" "b1_hat" "g0_hat" "g1_hat" "d0_hat" "d1_hat" "l0_hat" "error" "errorMessage"
20 385 1 1.08560709103135 1.27328301185318 1.24216486031546 1.74426011681313 -3.25936489858496 2.16572189825906 0.145798161859153 FALSE ""
60 434 2 0.805518529309964 1.62665033180769 0.987134167123907 2.03278060281062 -2.32233077385546 2.30205556497891 1.10722539782958 FALSE ""
60 155 3 1.06504757543042 1.62379360833381 1.27925089392259 1.83359466239873 -1.3508885166998 -0.068724881394083 0.001 FALSE ""
40 57 4 1.06963052118028 1.306728436955 1.29631865611479 1.6506453352991 -2.70180834265823 2.81701734095817 0.490320124968195 FALSE ""
40 13 5 1.22891296342922 1.37167272731854 0.965754381127905 2.20494129618128 -0.894425188891657 -1.35314319597563 0.001 FALSE ""
80 183 6 -0.137623280891639 2.43395502769182 0.681101713253728 2.27067288489275 -2.77677976581448 2.88711435012527 2.73771974523966 FALSE ""
80 256 7 1.1556996042418 1.14673078094651 1.08064273933927 1.85886416441381 -1.65428517908093 1.19113734852813 1.15333805165 FALSE ""
20 255 8 1.4876265892445 1.01826746171302 1.06179162060493 2.23178492915073 -3.22317035607976 3.69068132594778 0.001 FALSE ""
90 57 9 0.892010222763315 1.44503600817027 1.02351327022228 1.98515540062114 -4.31252460598192 5.63243597224582 1.26342857188356 FALSE ""
40 328 10 1.07921997649917 1.50770606247084 1.1925986507936 1.97271876668349 -2.67273981868314 3.36416159109685 0.235027782220711 FALSE ""
70 232 11 1.17439790509771 0.935838613507888 0.714992193248512 2.48965045841525 -1.41953656515545 0.695682158020899 1.34691992846082 FALSE ""
30 385 12 0.0755688475408367 2.24270853514755 0.72912742817459 2.13075199070083 -2.76315643784556 2.13342236212634 2.54979824072976 FALSE ""
20 379 13 0.299048288222841 2.23241069163035 1.06782021928703 2.06992558457794 -0.582753271300164 -0.935496065923231 0.802836181893057 FALSE ""
50 372 14 0.858055713075157 1.17927343541049 0.738638423230995 2.2688097313353 -1.21758147449555 1.4264231819921 2.13915070544032 FALSE ""
40 257 15 0.721084998944318 1.5713755875629 0.962353462176575 2.03361643571299 -1.67402628000834 1.19017767952917 1.21964999039954 FALSE ""
30 291 16 1.41484456590686 0.941230351382781 1.18271041790241 2.03467024206481 -1.77768697959818 1.50487123838421 0.001 FALSE ""
10 170 17 0.309029730498612 1.75711142004526 0.824941230156739 2.08770635697506 -10.4956244308848 9.91670240409032 2.60920732706873 FALSE ""
20 370 18 -0.517126271976234 2.62559407512355 -0.795878984319577 4.28944278645999 -4.43369163490525 5.62612311764819 3.40177490177879 FALSE ""
