"n" "rep" "id" "error" "errorMessage" "b0_hat" "b1_hat" "g0_hat" "g1_hat" "d0_hat" "d1_hat" "l0_hat"
90 63 61 FALSE "" 0.939459230048009 1.37899894874076 0.971026580355691 2.11538681939357 -1.55893538186253 1.16472479138489 0.948118554978712
50 70 62 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
70 31 63 FALSE "" 0.999697555713577 1.20448019635219 1.08071160593946 1.81835026191058 -2.08894771642994 2.0670774052651 1.89641850569703
40 31 64 FALSE "" 0.989325261087496 1.13864489422586 0.874629767988236 2.12290060305011 -1.58660817284199 1.57384592387842 0.239962525222824
40 34 65 FALSE "" 1.03170801704944 1.55409897143575 0.975377864180578 2.3516961729378 -3.04161633540919 2.4263153213721 0.890034933956898
10 29 66 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
20 83 67 FALSE "" 1.1030202074309 1.03444949538414 0.938143557892925 2.00559227878039 -3.1476529829217 3.58000604860658 1.15778009562306
20 74 68 FALSE "" 1.01026011075886 1.4598002396439 0.891507134269633 2.21984013999425 -1.85802900625517 1.80293949948186 0.001
70 41 69 FALSE "" 1.33432760983401 0.871982908272578 0.799944207255852 2.4332620925362 -2.85969415185858 2.61540830110101 1.32456456832715
60 72 70 TRUE "Error in dZIBP_HOL(x = y, l1 = l1, l2 = l2, l0 = l0, psi = psi, log = TRUE) : 
  lambda_1 must be positive.
" NA NA NA NA NA NA NA
40 30 71 FALSE "" 0.919652388512257 1.29307312461311 0.939745335857481 2.03607030566365 -1.72298235763165 1.74274459806681 0.0146800492819503
100 5 72 FALSE "" 0.925716968171709 1.26605064572518 0.712762724278998 2.40858170573122 -2.24378634327361 1.95398518589315 0.649172985076892
