"n" "rep" "id" "b0_hat" "b1_hat" "g0_hat" "g1_hat" "d0_hat" "d1_hat" "l0_hat" "error" "errorMessage"
70 27 46 1.37548310425893 0.813548949378418 1.22319263553063 1.98883435877119 -2.5423895058974 2.56657191425045 0.001 FALSE ""
80 37 47 1.11349262477159 1.21690030443187 1.16427418421509 2.06435382621564 -5.31043677561109 6.69602492308921 0.747308181515932 FALSE ""
20 22 48 1.02947585853006 1.40859422217643 1.21450402518515 2.03632718458978 -1.47184859311352 -0.556525673986185 0.001 FALSE ""
30 23 49 0.79252162369871 1.36012577028854 1.26450846161755 1.6594936887678 -2.49842933938857 1.63851632792344 1.16413044407354 FALSE ""
90 24 50 1.05796542967084 1.07443581185999 0.896204128893733 2.34971616767781 -2.84710775590759 2.68522902628447 1.40661920233009 FALSE ""
20 11 51 0.678471059836932 1.82897197917731 1.31832185898317 1.67546603174729 -2.85834898252239 2.52853469895836 0.818819276865318 FALSE ""
50 13 52 0.279319111017442 1.76829920913861 0.442221812769882 2.54205941840826 -2.52870826218872 2.14839360904599 2.63420269887954 FALSE ""
20 36 53 1.19082181651947 1.36037852637956 1.47045993987038 1.41580270960026 -2.76789498922717 2.88328341106946 0.001 FALSE ""
90 38 54 0.938712299530834 1.26039739616149 0.811212105983458 2.34702141906296 -3.47664833569491 3.7352128236678 1.53889867754705 FALSE ""
60 3 55 1.08488465082223 1.12092361555016 1.11121561405359 1.8550912112944 -2.11037745695505 1.49821832435501 0.659034271649241 FALSE ""
30 38 56 1.19047760325729 0.991153633616817 0.752704426446887 2.25393340139235 -2.78943499108669 2.16477696005053 1.50017730310155 FALSE ""
10 39 57 NA NA NA NA NA NA NA TRUE "Error in if (any(psi < 0 | psi > 1)) stop(\"psi must be in the (0, 1) interval.\") : 
  valor ausente donde TRUE/FALSE es necesario
"
90 39 58 1.15971206804952 1.06893679513882 0.895446108898675 2.23693480400034 -2.87674452634711 2.91562884779074 1.38411540759122 FALSE ""
80 29 59 0.845555504599038 1.50845049745053 0.883326940969047 2.23699598950556 -2.88861927734789 2.81687366699594 1.29569846371883 FALSE ""
30 24 60 1.05263629870031 1.38758481535291 1.29788805049755 1.70309464336001 -0.849158881580225 -0.825081598877899 0.001 FALSE ""
60 9 61 1.40233686720075 0.76594891238421 1.21189100364506 1.92680839102335 -1.7427559284861 1.68274107577753 0.001 FALSE ""
60 36 62 1.32721926433014 1.0298157591053 1.26132504165746 1.87161016071541 -2.65553712217413 2.79048241282691 0.001 FALSE ""
10 25 63 -0.250397418321535 2.63794856737269 0.708190885800162 2.12122297158965 -8.45754561910893 12.0716348519761 1.48196276102004 FALSE ""
50 16 64 0.523428097581137 1.86233549990264 0.991888840036725 2.17586132368601 -2.81238427319887 2.50287023279071 1.78044659972937 FALSE ""
70 39 65 1.01222218329492 1.20481300671271 0.815694200414788 2.23460742169188 -1.91143886779076 0.986308777453631 1.73310779589844 FALSE ""
10 33 66 -1.99641267125882 3.45250827497447 -1.29430949438194 4.69851798192888 -20.0648621807755 -5.78502579951857 5.39376067748882 FALSE ""
50 39 67 0.79687850831314 1.48620847552244 1.19513645281828 1.6983101940868 -5.16185312054416 5.86004991516868 1.58847264255041 FALSE ""
40 25 68 1.05807667710887 0.837666054771427 0.552197524924749 2.79140933240279 -3.2073804441494 4.26325200372736 2.17276656307398 FALSE ""
70 31 69 1.35377668121382 0.978900997988076 1.27828331275858 1.9229160225799 -2.78611926945932 2.58702928872977 0.001 FALSE ""
60 27 70 0.681089478432526 1.50428932541121 0.916071959554343 2.14679697938807 -3.16697553900324 3.57164881958955 1.36728055653196 FALSE ""
90 2 71 1.10550776640723 1.15935168347335 0.964137753160217 2.06066381761945 -2.12905405792971 1.94776501271595 1.08514815260263 FALSE ""
10 27 72 -0.534951677529839 2.22014696628938 -0.0636687307567369 3.30017238948717 -6.69628533271057 7.75703445180893 3.98204224797573 FALSE ""
10 7 73 -8.72488089260838 10.4771197473058 -0.705083813379837 3.67802274069204 1.64845313698501 -6.40693016968587 4.20376059223857 FALSE ""
100 23 74 1.17114479506682 1.28762974692371 1.16340577575705 1.9844038071099 -2.35883567324629 1.91943654328045 0.475287075423668 FALSE ""
40 21 75 0.95477087644696 1.27023306962625 0.784464387570223 2.2716979538593 -2.51337707450882 2.79871309397064 1.37244100023622 FALSE ""
30 36 76 1.45250103402957 0.954041961845766 1.3122423838558 1.7954704404369 -2.91751796668471 2.44097036372593 0.0757450772930603 FALSE ""
100 21 77 1.25336737350366 1.12792995282489 1.16321265034657 1.99489907189053 -1.56681756908699 0.919942556449801 0.001 FALSE ""
90 31 78 0.976514908453953 1.493938376381 1.16483192263508 1.99488837743305 -2.40710603187916 2.18250067359926 0.244312194060955 FALSE ""
50 12 79 1.24366196664754 1.12193589815017 1.00924738199861 2.16984845409417 -1.73550971811008 1.5144968729759 0.001 FALSE ""
10 5 80 1.24223051151272 1.47004846293715 0.866661348852696 2.7025935379687 -3.78367102721262 5.00704212664785 0.188297268716036 FALSE ""
30 33 81 0.394768458340505 2.11610404765515 0.646766243615666 2.632984800609 -2.60326021166185 1.72985034609246 1.99228743764761 FALSE ""
10 14 82 -0.313367508118885 2.95040117227535 -0.123234748949932 2.96308034571 -8.2748547861486 11.1912054253816 2.55840290856586 FALSE ""
40 6 83 1.38918179819196 1.14308116696647 1.25934685115642 1.93452817868598 -2.56887240597177 2.07888715150262 0.001 FALSE ""
70 12 84 0.97877014261399 1.36580096498569 1.03252046675947 2.04781255068547 -1.9637130178369 1.35978522098595 0.970717303594496 FALSE ""
60 6 85 0.938229236195352 1.31931215836098 1.01008753016233 2.07470644716027 -1.38962791566151 0.204249937861915 1.01002103554589 FALSE ""
50 21 86 0.797569893830377 1.39233565114253 0.879909810064315 2.15577308422652 -2.39991420864145 2.17412367182652 1.82708747461451 FALSE ""
70 17 87 1.09508207640807 1.34297340497239 1.08212546054417 2.00014494872395 -2.82773600185056 2.94187994493206 0.710686793053491 FALSE ""
100 30 88 0.575527254672771 1.8309346145856 0.914398171044705 2.01929628379666 -2.45776541988866 2.36235542548606 1.74216933025698 FALSE ""
90 4 89 0.954737641665873 1.44754318678587 1.1495264185737 1.79024265833278 -2.07219110393871 1.74132731961044 0.815750393232658 FALSE ""
100 34 90 0.78794247750067 1.43319239222222 0.829970919284531 2.23751658597427 -3.24327954354633 2.42770394224528 1.57639876625024 FALSE ""
30 6 91 1.44069067584764 0.429843137042469 1.19281933833199 1.81740866373279 -1.54267268404283 1.18738864123076 0.521682740731133 FALSE ""
40 31 92 0.891390247625875 1.37429321634152 0.942906231744683 2.19991583662402 -1.04517092833337 -1.51950982172615 0.72423089534769 FALSE ""
40 37 93 0.691105242146261 1.72127224397133 1.10005786748476 2.06640734039491 -1.70287377331158 1.82596681870534 0.937446011657278 FALSE ""
80 39 94 0.809023025858944 1.30231454899477 0.791117659159382 2.28334085515554 -4.70247686870594 4.26854846609265 1.494566047383 FALSE ""
60 25 95 0.209252075046254 2.0070506271208 0.795091402406137 2.28487207617185 -2.7610768581158 3.09861726935798 2.59392070526248 FALSE ""
90 34 96 1.11187585123529 1.09707073847635 1.06704173915333 2.04778246269581 -2.35394526654437 2.21341047370782 0.886134697244577 FALSE ""
60 24 97 1.41777647889323 0.743038419276682 1.14216461356588 2.12188943991832 -2.03424199910161 1.35028848741063 0.296941327225864 FALSE ""
70 23 98 0.930796087681908 1.47374057552701 0.931373318311496 2.2734687670858 -2.50193097828534 2.20152155262658 0.367989885861988 FALSE ""
30 35 99 -0.214549018340088 2.73175697749985 1.25969952196566 1.79858328875985 -2.67579254702228 2.16575910607354 1.818587988442 FALSE ""
90 29 100 0.778911895183999 1.4797681667991 0.957593231310815 2.11358470267958 -2.01547351836555 1.66322858620278 1.34605401943797 FALSE ""
70 38 101 0.52751732156149 1.68706095776575 0.744735900183806 2.26150287629575 -1.59883281661288 1.33747486004771 1.82317870146746 FALSE ""
10 13 102 -10.202359052368 12.8745023852703 0.215998696848184 2.79359061224692 -3188.28366443727 3384.71841494319 4.53296455023625 FALSE ""
100 31 103 0.630392029302831 1.67575149861542 0.687469221262026 2.4527975049468 -2.08757941097788 2.06597627447165 2.60668180873608 FALSE ""
10 12 104 0.581922063851357 -1.18642449656894 0.699931923854771 -0.639470412185162 -8.96542594355261 16.1966647613926 5.46660803760085 FALSE ""
50 23 105 0.268437632585253 1.88984126644507 0.635826164569934 2.48272660036651 -2.43332962319589 2.0497768359256 2.39926070670439 FALSE ""
60 31 106 0.0646192824662449 2.1474067180973 -0.0918118618463 3.33253377343104 -2.38610862558606 1.3845410717575 2.59046795229375 FALSE ""
30 22 107 0.663611546450571 1.60727358298377 0.562781054572136 2.76274322192031 -3.69043536625807 4.76159785102986 1.50294940501971 FALSE ""
40 39 108 0.559349841046925 1.68312570978348 0.840354454633962 2.15660100389499 -5.56508348652164 6.12442390706032 1.89942880076919 FALSE ""
60 37 109 0.49737001137937 1.54078502584651 0.266973167982222 2.95387672149065 -1.37150166282938 0.75677056245497 2.73603272549584 FALSE ""
90 1 110 0.468020985516276 1.55521140418731 0.568044453877142 2.54922329927479 -2.42014474253735 2.25051474678562 2.47623935944714 FALSE ""
50 31 111 1.06089262846999 1.15147231371242 0.979032106835527 2.05150518412179 -1.6713774268289 0.279277432056192 0.92726832326066 FALSE ""
20 26 112 1.21800074732433 1.21830798049443 1.6542259058184 1.19707505019895 -5.53806987689354 8.05089896622328 0.001 FALSE ""
90 37 113 1.07709238727254 1.32055977553463 1.00235752394652 2.07138743166251 -1.75946107582171 1.33464858155028 0.997563400652039 FALSE ""
50 9 114 1.39119381128311 1.10284946824555 1.43146343771131 1.62328443151061 -2.46202001552999 2.09482999157071 0.001 FALSE ""
80 40 115 0.581551837119184 1.77524067410134 1.01526214151885 1.99880847108181 -1.47599324077687 -0.144330167460962 1.96982330899757 FALSE ""
80 7 116 1.32071116986144 0.963272074131029 1.204049969173 1.86475002344841 -1.20456221777868 0.327233513041049 0.0385542137029598 FALSE ""
40 38 117 1.14610287984757 1.08966812647119 1.24188134432329 1.89926461083241 -2.25421302045645 2.38512504210389 0.37664015926405 FALSE ""
100 32 118 0.967844859270847 1.39410158109373 1.25084854629198 1.80881512183477 -2.02285836109778 1.16690235463705 0.462380136400078 FALSE ""
100 19 119 0.42000319331517 1.62068764013438 0.158442487735039 3.0368485542309 -2.74962657625417 2.20521790464601 2.93123581468207 FALSE ""
40 30 120 0.14827398811873 2.43753377577593 0.750951456546155 2.24691559229449 -1.77929700200898 1.72844927880646 2.05551508498365 FALSE ""
50 5 121 1.38436111661947 0.957499079717075 1.0416178829084 2.18681367748659 -3.39767376013815 4.09697722640937 0.001 FALSE ""
60 22 122 1.12263600133602 1.12415927698177 1.09460686000573 2.06192209134377 -2.40461496411208 2.38222936832354 1.03855614115148 FALSE ""
10 11 123 1.07554804971504 1.21119067017426 1.10473951420073 2.22362994479109 -1.602809077962 0.376060397183448 0.001 FALSE ""
40 22 124 1.3019882006625 1.06499629095197 1.2044627546115 1.88845384392315 -5.007357967817 6.17447333715471 0.001 FALSE ""
90 35 125 1.0284147062337 1.41124306865114 0.674261782638913 2.56978421798786 -2.31685346770816 1.79996090670715 0.737208209815436 FALSE ""
20 3 126 -0.242078251027234 2.16104384956528 0.407906858649315 2.57458365371835 -0.771881107228058 -0.152346515547567 3.03362524683718 FALSE ""
80 21 127 0.874163749901464 1.53233983816026 0.874655309595927 2.272776601 -3.09379483731431 3.2079831022597 0.96923442625828 FALSE ""
10 17 128 -1.55378118985624 4.22273825669318 -0.225512791871938 3.0206143648337 -2.1502354552434 2.16052507226124 3.82660740195393 FALSE ""
80 32 129 0.973444700452595 1.29200286450542 0.808302733778553 2.2394841300623 -2.77698083460312 3.11001817508442 1.43306374301914 FALSE ""
80 15 130 1.31517921914988 1.01699580899486 1.18322129023425 1.92791488317506 -2.47919796561022 1.66358569771952 0.401239428165638 FALSE ""
100 16 131 1.1664930114265 1.26465777518601 1.24330235397681 1.87041993569188 -1.8544143503475 1.41045317673138 0.001 FALSE ""
10 30 132 0.0452108132176935 2.87446461998779 0.284166722595639 2.51631941696537 -2.12146860384295 1.48553888972252 3.57034800205795 FALSE ""
60 8 133 1.39237549367239 0.986531035203628 1.08845215772258 2.03076199640706 -1.02587266177715 -1.11485623097519 0.001 FALSE ""
10 20 134 -2.06806099301064 4.28093058501842 0.191014595292503 2.76509243534071 -2.89582864084068 2.930917828655 4.14765595664957 FALSE ""
60 21 135 0.131921324933153 2.10995695555751 0.681725485683682 2.47753163854614 -1.65627498919648 1.99645438395676 2.57202875254025 FALSE ""
40 36 136 0.94932160604155 1.62386340217913 1.33128554974909 1.62532805483685 -2.58454247598747 1.53595414616358 0.001 FALSE ""
70 9 137 1.38337795221743 0.951264235836152 1.29920481193541 1.90486704946338 -3.87992671112509 3.73794378974564 0.001 FALSE ""
100 38 138 1.00565421767951 1.46656941789791 1.13990219959546 2.04490223901573 -1.95830250553414 1.57958802350757 0.345284254190389 FALSE ""
20 18 139 1.14694665392606 1.18582091777834 1.14604256150725 2.04068270121793 -4.04740572749466 3.52898212047692 0.001 FALSE ""
80 28 140 1.23757650457031 1.12477278108203 1.15462627604319 2.05166298440611 -3.5879502558518 3.63513813789292 0.117439391048981 FALSE ""
10 23 141 0.589375311009506 1.64743408484207 -0.844302998839545 3.92018365972352 -1.67185730237013 0.611912130867942 2.30188935856334 FALSE ""
90 16 142 1.29470001625545 1.08015918208865 1.30296676748978 1.77390858725705 -2.56182154706018 2.14406364020214 0.001 FALSE ""
100 36 143 1.08640722411923 1.0996700064692 0.917206543055995 2.19676624755831 -2.01095693047588 1.75895673964541 1.03899972669556 FALSE ""
80 25 144 0.845925272400068 1.40453226271099 1.06156902793402 2.07868561536147 -4.62382304503773 4.3718563041361 1.56121794199331 FALSE ""
20 24 145 0.114613145474284 2.04966084631526 1.02413015341214 1.76442569730636 -11.2544667065958 10.2194169405371 2.23841361157131 FALSE ""
80 4 146 0.925540104557747 1.39935100629225 0.784871763352256 2.35873729052512 -1.69902719054775 1.26252533186325 1.36599894577796 FALSE ""
100 14 147 0.886888055613639 1.52206657659813 1.13422858606026 2.00619181519263 -2.22730943464933 1.7178600983759 0.915968740199965 FALSE ""
90 12 148 1.29989950371589 1.21074148591499 1.07858328355699 2.0750080110819 -2.33041976758931 2.19864747224042 0.18103905219659 FALSE ""
70 15 149 1.07746701871083 1.26520887570399 1.335484181989 1.58605673396303 -2.98439843306479 2.98345691501612 0.52530870396779 FALSE ""
10 31 150 0.918152887945966 1.59979852126718 0.191626245462196 3.51304785564117 -223.704384135448 274.038811874117 0.38216307485508 FALSE ""
40 23 151 1.09149675423128 1.16106459272469 1.28730980975568 1.62828819094119 -1.26570811707298 0.81202442040498 0.001 FALSE ""
100 4 152 1.13146535093592 1.14363604278219 1.01308689748779 2.06884173349816 -3.96633081515648 4.74434538229416 1.10306417109684 FALSE ""
90 30 153 0.881784648469938 1.36277329089921 0.970262901030868 2.0221240962481 -3.76927778123718 3.96515361007504 1.28096070920795 FALSE ""
30 34 154 0.853927796152235 1.76469245913214 1.15950860089409 2.02239419320581 -1.61989134839086 1.39237096183893 0.001 FALSE ""
20 33 155 -0.605907305198819 3.02800567532726 0.28084486989593 2.9271999104589 -1.97863242724874 1.06970689921457 1.95907845173986 FALSE ""
60 11 156 1.35428675268856 1.02507275902008 1.22899698097753 1.92701793072102 -3.35538891456244 2.66117830811613 0.001 FALSE ""
40 17 157 1.22795469870883 1.02214659583648 1.2001232371729 1.91343077695911 -2.36813354358506 1.77903611270577 0.145975122660613 FALSE ""
100 25 158 1.33894956476944 1.045257054214 1.19866178729518 1.99836419840132 -1.59715759006423 0.664920030457171 0.001 FALSE ""
40 28 159 1.46851739095854 0.801798632902139 1.27038216066965 1.80051118496776 -4.31801779303859 5.23553958478282 0.001 FALSE ""
100 29 160 0.576165323182712 1.64078639589265 0.680713816016634 2.40450502599519 -1.44755724841789 -0.00565860537160176 2.03953552552982 FALSE ""
80 19 161 0.631779821321498 1.87748539555373 1.0426423027847 2.04207036807082 -2.63376532172883 1.95451203495547 1.46702861173825 FALSE ""
20 17 162 0.790843635032106 2.07699262252884 0.900082468753598 2.09382289708667 -0.856920923586979 0.85824788257262 0.001 FALSE ""
80 26 163 0.899841282624705 1.35753131297439 1.09668009909702 1.83832804174802 -3.78532072429694 4.75607622899636 1.31912868623895 FALSE ""
70 8 164 1.23511565536652 1.03115200742375 1.14307936957953 1.98095656577783 -2.1968570326334 2.27890607595373 0.202249828040996 FALSE ""
60 16 165 0.670642181138276 1.62626339785247 0.659156633408961 2.54130100083843 -1.87159334633873 0.972174227714009 1.37671805296683 FALSE ""
50 29 166 0.79360873802799 1.51774399429535 0.479506482460249 2.71964756746053 -3.02482492775919 2.08780028149074 2.02826456560791 FALSE ""
80 13 167 1.27106538995857 1.07026394531619 1.01760557805444 2.11198740186452 -3.16545661180713 3.65148067921861 0.001 FALSE ""
100 39 168 0.680612929231066 1.69558331604268 0.751825329253875 2.24164791271052 -2.04895171865142 1.37951706418815 1.56230464500035 FALSE ""
30 21 169 0.840080642925666 1.67731314525173 1.24269169808279 1.8524564901423 -1.99183721811039 1.64603862129397 0.001 FALSE ""
80 31 170 0.982656000806373 1.38868756231837 1.11548402786892 2.11495655524674 -2.92102078154938 2.37686535652805 0.703980943713185 FALSE ""
20 15 171 -3.43714001559341 5.85898757771837 -0.318394657867658 3.2737005671551 -3.06459323148049 0.252992524385152 4.24040504283829 FALSE ""
100 6 172 1.09912065997749 1.19658997237373 1.21940854580826 1.89140784556454 -1.72134785785005 1.183536873514 0.546059951709466 FALSE ""
90 20 173 0.675736644017627 1.49643312279188 0.67046310925299 2.41565266194417 -1.41300489128568 1.13190310515554 2.13294896850679 FALSE ""
80 20 174 0.95227277110963 1.34705764493561 1.05301785459321 2.01158058304579 -4.00146661526052 4.78215299358938 1.02166480845557 FALSE ""
100 1 175 1.29026617756803 1.08127926869006 1.16725963427577 1.96375670002116 -1.73751312222816 0.998394654832302 0.286373995862041 FALSE ""
80 22 176 1.34832098627339 0.912163231014888 1.00658850995858 2.18817674555996 -2.35696757289522 1.6062113327156 0.0904703245891669 FALSE ""
20 2 177 -1.53589923126021 3.82015048638004 -1.48934914711254 5.16465679118498 -1.68449001395694 1.9883433652735 4.27015145483841 FALSE ""
50 35 178 0.863261138929254 1.5538767409512 1.10928635703241 1.99436668645305 -2.95497317380539 3.35716411025351 0.884915488427318 FALSE ""
30 30 179 1.36259727546216 0.975261582453719 1.00809832822825 2.15800496673343 -5.44577099093229 6.29466618801201 0.215063287423245 FALSE ""
40 12 180 0.637047900233921 1.08090188530196 0.518510850293631 2.37988870078826 -1.37153204254062 -0.0301459998599593 3.60263091036972 FALSE ""
70 34 181 1.29412619158962 0.694305078752377 0.98459803177456 2.1559564295067 -3.01873714651041 2.984352458668 1.11659667585978 FALSE ""
10 34 182 1.00904632585044 1.73173014742054 1.69877372204983 1.00427120380582 -10.0748392153782 13.9378369177083 0.001 FALSE ""
40 4 183 0.271285803243865 1.97707057871901 0.885038544859937 2.11957833261417 -2.92692719412039 3.08175928935717 2.38474313835982 FALSE ""
50 27 184 0.249349462275793 1.85878000719624 0.383445407521269 2.83335412770311 -3.57620173746316 3.82173890075685 2.68157595054805 FALSE ""
90 23 185 0.426851663193454 1.81197200952269 0.967616430848884 2.11073459673717 -2.70204152674409 2.48260995543623 1.65784189004293 FALSE ""
70 30 186 0.955998060600953 1.17375882022828 0.791199592284521 2.30377256725568 -1.48910867027589 0.0193572152963419 1.49616964861812 FALSE ""
50 20 187 1.30118343798418 1.08400688396221 1.42459343525748 1.71604535986087 -2.60034539906592 2.904811056885 0.001 FALSE ""
100 27 188 0.591223618743712 1.81928708638176 0.90463696017739 2.14162350417838 -2.39147815926045 1.85195635380536 1.7058518314646 FALSE ""
20 9 189 0.933228274758361 1.23683149667155 0.725794733764879 2.48713260862228 -1.79901561751071 1.5323082430335 0.001 FALSE ""
100 3 190 1.04887456669431 1.31367971673059 1.11911733857379 1.99968034443619 -1.93698939017488 0.399013505129852 0.001 FALSE ""
70 36 191 1.12582682562143 0.97921010921756 0.964864107979005 2.14991004411895 -2.59664007830568 1.96923459467841 0.874842644187736 FALSE ""
60 20 192 1.36535679417328 0.994658892973678 1.07051448650976 1.97879100125002 -3.01941878709705 2.75827819895251 0.783190671483461 FALSE ""
10 35 193 0.338427625854695 2.01567637156666 1.15422059159391 2.11921594077452 -2.49839253903946 3.14368549462098 1.87496072864061 FALSE ""
50 3 194 1.28063274919163 0.967519608244798 1.31732083472872 1.86208356687033 -3.4107436441471 1.9108363922064 0.001 FALSE ""
50 10 195 1.17401829799769 1.19616762857286 0.921845293995835 2.21893929838612 -4.25823327895086 3.48263481720955 0.935392312261019 FALSE ""
60 18 196 1.12383720238788 1.29459209478828 1.10948970436594 2.04289578329092 -3.47611505839726 2.96469528725025 0.621246600765723 FALSE ""
100 9 197 1.10526951172302 1.23103122251887 1.02071827854079 2.06924074724604 -2.54231303067913 1.73948260118635 0.696759164847556 FALSE ""
70 19 198 1.20023424230131 1.02214445005611 0.985119334851395 2.13177949668617 -2.95310682028077 3.42776289730644 0.796815377562882 FALSE ""
70 16 199 0.57094887963601 1.49714072422636 0.970484712765206 2.06689617926346 -3.13866759921708 3.51579035922902 1.53176633454876 FALSE ""
